Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
22.4 0.194824 -0.319816 5.99318 22407 0.5000007 141728 51868 4 2 252504.25 9.3867431 22.1003 22.4 51 521811 113920 20690 0 0 0 0 0 0 0 553 155540 8470
22.406625 0.194824 -0.319123 5.99322 22408 0.5000007 141697 51821 4 2 246780.42 9.3867431 22.1003 22.406625 53 522406 114520 20525 1 0 0 0 0 0 0 553 155524 8278
22.413375 0.194824 -0.318417 5.99326 22409 0.5000007 141708 51849 5 2 252861.99 9.3867431 22.1003 22.413375 48 521248 113574 20338 2 0 0 0 0 0 0 553 155525 8482
22.42 0.194824 -0.317724 5.9933 22410 0.5000007 141743 51912 5 2 246005.32 9.3867431 22.1003 22.42 54 521484 113834 20184 3 0 0 0 0 0 0 553 155555 8252
22.426625 0.194824 -0.317031 5.99333 22411 0.5000007 141785 51942 5 2 248926.86 9.3867431 22.1003 22.426625 53 522484 113767 20349 4 0 0 0 0 0 0 553 155594 8350
22.433375 0.194824 -0.316325 5.99337 22412 0.5000007 141840 51955 4 2 256886.56 9.3867431 22.1003 22.433375 52 522883 114002 20646 5 0 0 0 0 0 0 553 155666 8617
22.44 0.194824 -0.315632 5.99341 22413 0.5000007 141846 51933 4 2 250447.25 9.3867431 22.1003 22.44 56 523243 113945 20395 6 0 0 0 0 0 0 553 155667 8401
22.446625 0.194824 -0.314939 5.99344 22414 0.5000007 141808 51943 5 2 254680.5 9.3867431 22.1003 22.446625 51 523942 114360 20604 7 0 0 0 0 0 0 553 155626 8543
22.453375 0.194824 -0.314233 5.99348 22415 0.5000007 141820 51947 4 2 253607.28 9.3867431 22.1003 22.453375 54 523666 114133 20623 8 0 0 0 0 0 0 553 155638 8507
22.46 0.194824 -0.31354 5.99352 22416 0.5000007 141780 51922 3 2 253398.6 9.3867431 22.1003 22.46 53 522741 113544 20415 9 0 0 0 0 0 0 553 155596 8500
22.466625 0.194824 -0.312847 5.99355 22417 0.5000007 141876 52010 4 2 252951.43 9.3867431 22.1003 22.466625 49 523784 114162 20506 10 0 0 0 0 0 0 553 155700 8485
