Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
23.3 -0.202937 -0.22596 5.9976 59621 1.0000007 281068 102419 5 2 492845.37 9.3873904 22.1003 23.3 227 1015349 220533 39842 0 0 0 0 0 0 0 553 309466 16532
23.306625 -0.202937 -0.225266 5.99763 59622 1.0000007 281134 102545 4 2 484766.43 9.3873904 22.1003 23.306625 232 1015754 221508 39694 1 0 0 0 0 0 0 553 309523 16261
23.313375 -0.202937 -0.22456 5.99766 59624 1.0000007 281191 102433 5 2 489267.98 9.3873904 22.1003 23.313375 226 1016766 221316 39689 2 0 0 0 0 0 0 553 309588 16412
23.32 -0.202937 -0.223866 5.99768 59625 1.0000007 281152 102569 5 2 492308.76 9.3873904 22.1003 23.32 226 1016766 221316 39689 3 0 0 0 0 0 0 553 309536 16514
23.326625 -0.202937 -0.223173 5.99771 59627 1.0000007 281199 102505 5 2 490221.95 9.3873904 22.1003 23.326625 199 1018357 222045 39755 4 0 0 0 0 0 0 553 309584 16444
23.333375 -0.202937 -0.222466 5.99773 59628 1.0000007 281083 102600 6 2 489744.96 9.3873904 22.1003 23.333375 219 1019023 221548 39708 5 0 0 0 0 0 0 553 309469 16428
23.34 -0.202937 -0.221773 5.99776 59629 1.0000007 281195 102541 5 2 493262.73 9.3873904 22.1003 23.34 254 1017886 221654 39856 6 0 0 0 0 0 0 553 309579 16546
23.346625 -0.202937 -0.221079 5.99778 59631 1.0000007 281150 102646 5 2 489685.34 9.3873904 22.1003 23.346625 193 1019348 222007 40080 7 0 0 0 0 0 0 553 309543 16426
23.353375 -0.202937 -0.220373 5.99781 59632 1.0000007 281309 102612 5 2 501401.3 9.3873904 22.1003 23.353375 193 1019348 222007 40461 8 0 0 0 0 0 0 553 309699 16819
23.36 -0.202937 -0.219679 5.99784 59634 1.0000007 281282 102642 5 2 489983.46 9.3873904 22.1003 23.36 257 1019882 222346 40026 9 0 0 0 0 0 0 553 309671 16436
23.366625 -0.202937 -0.218986 5.99786 59635 1.0000007 281323 102613 5 2 494485.01 9.3873904 22.1003 23.366625 257 1019882 222346 40219 10 0 0 0 0 0 0 553 309708 16587
23.373375 -0.202937 -0.218279 5.99789 59637 1.0000007 281178 102593 4 2 489804.59 9.3873904 22.1003 23.373375 239 1018858 221770 39875 11 0 0 0 0 0 0 553 309552 16430
23.38 -0.202937 -0.217585 5.99791 59638 1.0000007 281232 102620 6 2 492457.82 9.3873904 22.1003 23.38 239 1020302 222911 39977 12 0 0 0 0 0 0 553 309631 16519
23.386625 -0.202937 -0.216892 5.99794 59640 1.0000007 281283 102713 4 2 496512.2 9.3873904 22.1003 23.386625 237 1021124 222855 40387 13 0 0 0 0 0 0 553 309664 16655
23.393375 -0.202937 -0.216185 5.99796 59641 1.0000007 281350 102662 6 2 492964.62 9.3873904 22.1003 23.393375 226 1022908 223142 39794 14 0 0 0 0 0 0 553 309701 16536
23.4 -0.202937 -0.215492 5.99799 59643 1.0000007 281450 102723 6 2 496989.18 9.3873904 22.1003 23.4 225 1023993 223107 40733 15 0 0 0 0 0 0 553 309819 16671
23.406625 -0.202937 -0.214798 5.99801 59644 1.0000007 281258 102656 6 2 498986.56 9.3873904 22.1003 23.406625 242 1022392 223190 40405 16 0 0 0 0 0 0 553 309627 16738
23.413375 -0.202937 -0.214092 5.99804 59646 1.0000007 281309 102722 5 2 493799.34 9.3873904 22.1003 23.413375 242 1022915 223639 40437 17 0 0 0 0 0 0 553 309667 16564
23.42 -0.202937 -0.213398 5.99806 59647 1.0000007 281322 102702 6 2 497853.72 9.3873904 22.1003 23.42 219 1024316 223994 40395 18 0 0 0 0 0 0 553 309679 16700
23.426625 -0.202937 -0.212705 5.99809 59649 1.0000007 281384 102795 5 2 497078.62 9.3873904 22.1003 23.426625 256 1025228 223811 40440 19 0 0 0 0 0 0 553 309762 16674
23.433375 -0.202937 -0.211998 5.99811 59650 1.0000007 281265 102671 5 2 499016.37 9.3873904 22.1003 23.433375 213 1023953 224532 40514 20 0 0 0 0 0 0 553 309611 16739
23.44 -0.202937 -0.211304 5.99814 59652 1.0000007 281326 102777 5 2 500447.33 9.3873904 22.1003 23.44 238 1026878 223962 40533 21 0 0 0 0 0 0 553 309691 16787
23.446625 -0.202937 -0.210611 5.99816 59653 1.0000007 281135 102600 5 2 499463.55 9.3873904 22.1003 23.446625 245 1026018 224269 40294 22 0 0 0 0 0 0 553 309494 16754
23.453375 -0.202937 -0.209904 5.99819 59655 1.0000007 281281 102740 5 2 493560.85 9.3873904 22.1003 23.453375 231 1025619 224138 40207 23 0 0 0 0 0 0 553 309665 16556
