Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
23.3 -0.202937 -0.22596 5.9976 60082 1.0000007 283278 104647 5 2 502683.2 9.3873904 22.1003 23.3 206 1026121 223930 40452 0 0 0 0 0 0 0 553 311588 16862
23.306625 -0.202937 -0.225266 5.99763 60083 1.0000007 283466 104563 6 2 493620.47 9.3873904 22.1003 23.306625 221 1027337 223336 39992 1 0 0 0 0 0 0 553 311759 16558
23.313375 -0.202937 -0.22456 5.99766 60085 1.0000007 283341 104650 5 2 496929.56 9.3873904 22.1003 23.313375 211 1025569 223625 40393 2 0 0 0 0 0 0 553 311653 16669
23.32 -0.202937 -0.223866 5.99768 60086 1.0000007 283265 104559 6 2 495379.36 9.3873904 22.1003 23.32 243 1026886 223817 40287 3 0 0 0 0 0 0 553 311562 16617
23.326625 -0.202937 -0.223173 5.99771 60088 1.0000007 283243 104603 5 2 495200.49 9.3873904 22.1003 23.326625 265 1026915 224069 40253 4 0 0 0 0 0 0 553 311546 16611
23.333375 -0.202937 -0.222466 5.99773 60089 1.0000007 283287 104468 5 2 504293.03 9.3873904 22.1003 23.333375 223 1030353 224140 40669 5 0 0 0 0 0 0 553 311604 16916
23.34 -0.202937 -0.221773 5.99776 60091 1.0000007 283141 104487 7 2 498151.84 9.3873904 22.1003 23.34 239 1028486 224216 40540 6 0 0 0 0 0 0 553 311429 16710
23.346625 -0.202937 -0.221079 5.99778 60092 1.0000007 283125 104387 5 2 497406.55 9.3873904 22.1003 23.346625 198 1028723 224893 40589 7 0 0 0 0 0 0 553 311429 16685
23.353375 -0.202937 -0.220373 5.99781 60093 1.0000007 283079 104401 6 2 500745.45 9.3873904 22.1003 23.353375 235 1027048 224555 40150 8 0 0 0 0 0 0 553 311379 16797
23.36 -0.202937 -0.219679 5.99784 60095 1.0000007 283305 104525 6 2 502086.97 9.3873904 22.1003 23.36 212 1029724 225213 40602 9 0 0 0 0 0 0 553 311611 16842
23.366625 -0.202937 -0.218986 5.99786 60096 1.0000007 280777 103475 7 2 486316.63 9.3873904 22.1003 23.366625 210 1021334 222879 39781 10 0 0 0 0 0 0 553 308989 16313
23.373375 -0.202937 -0.218279 5.99789 60098 1.0000007 283940 104756 5 2 500179.02 9.3873904 22.1003 23.373375 232 1032698 225142 40428 11 0 0 0 0 0 0 553 312242 16778
23.38 -0.202937 -0.217585 5.99791 60099 1.0000007 283769 104625 5 2 500685.82 9.3873904 22.1003 23.38 232 1031487 225305 40568 12 0 0 0 0 0 0 553 312069 16795
