Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
23 -0.194824 -0.257039 5.99621 31418 0.5000007 142354 52380 4 2 252593.69 9.3867431 22.1003 23 73 517906 113335 20504 0 0 0 0 0 0 0 553 155855 8473
23.006625 -0.194824 -0.256346 5.99624 31419 0.5000007 142402 52356 5 2 253011.05 9.3867431 22.1003 23.006625 77 518277 114085 20583 1 0 0 0 0 0 0 553 155910 8487
23.013375 -0.194824 -0.255639 5.99627 31420 0.5000007 142277 52303 4 2 257602.04 9.3867431 22.1003 23.013375 81 518684 112957 20746 2 0 0 0 0 0 0 553 155773 8641
23.02 -0.194824 -0.254946 5.99629 31420 0.5000007 142423 52368 5 2 253965.02 9.3867431 22.1003 23.02 72 518156 113353 20370 3 0 0 0 0 0 0 553 155908 8519
23.026625 -0.194824 -0.254253 5.99632 31421 0.5000007 142268 52264 6 2 251341.6 9.3867431 22.1003 23.026625 83 520358 114110 20411 4 0 0 0 0 0 0 553 155776 8431
23.033375 -0.194824 -0.253546 5.99635 31423 0.5000007 142311 52314 4 2 255336.35 9.3867431 22.1003 23.033375 77 518832 113682 20758 5 0 0 0 0 0 0 553 155794 8565
23.04 -0.194824 -0.252853 5.99638 31423 0.5000007 142397 52345 6 2 257542.41 9.3867431 22.1003 23.04 81 520713 114285 20683 6 0 0 0 0 0 0 553 155908 8639
23.046625 -0.194824 -0.252159 5.99641 31424 0.5000007 142271 52255 5 2 254650.69 9.3867431 22.1003 23.046625 88 518950 113843 20429 7 0 0 0 0 0 0 553 155769 8542
23.053375 -0.194824 -0.251453 5.99644 31425 0.5000007 142268 52292 5 2 251878.21 9.3867431 22.1003 23.053375 92 520319 114125 20556 8 0 0 0 0 0 0 553 155764 8449
23.06 -0.194824 -0.25076 5.99647 31426 0.5000007 142340 52295 4 2 252563.88 9.3867431 22.1003 23.06 68 520995 114486 20474 9 0 0 0 0 0 0 553 155844 8472
23.066625 -0.194824 -0.250066 5.9965 31427 0.5000007 142229 52273 4 2 249105.73 9.3867431 22.1003 23.066625 80 522063 114216 20539 10 0 0 0 0 0 0 553 155732 8356
23.073375 -0.194824 -0.24936 5.99653 31428 0.5000007 142248 52273 4 2 250596.31 9.3867431 22.1003 23.073375 72 520807 114243 20508 11 0 0 0 0 0 0 553 155743 8406
23.08 -0.194824 -0.248666 5.99656 31429 0.5000007 142223 52223 5 2 252563.88 9.3867431 22.1003 23.08 79 519981 114191 20544 12 0 0 0 0 0 0 553 155736 8472
23.086625 -0.194824 -0.247973 5.99659 31430 0.5000007 142089 52120 5 2 253994.83 9.3867431 22.1003 23.086625 71 520146 113492 20560 13 0 0 0 0 0 0 553 155595 8520
23.093375 -0.194824 -0.247267 5.99662 31431 0.5000007 142204 52258 4 2 256469.19 9.3867431 22.1003 23.093375 74 522491 114548 20763 14 0 0 0 0 0 0 553 155709 8603
