Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
22.8 0.17454 -0.277222 5.99497 66527 1.0000007 282320 103655 7 2 501311.87 9.38524 22.1003 22.8 87 1043278 227806 40872 0 0 0 0 0 0 0 553 310436 16816
22.806625 0.17454 -0.276528 5.995 66529 1.0000007 282533 103929 5 2 502295.65 9.38524 22.1003 22.806625 87 1045836 228271 41141 1 0 0 0 0 0 0 553 310686 16849
22.813375 0.17454 -0.275822 5.99503 66530 1.0000007 282518 103926 6 2 497466.17 9.38524 22.1003 22.813375 85 1043626 227162 40576 2 0 0 0 0 0 0 553 310648 16687
22.82 0.17454 -0.275129 5.99506 66532 1.0000007 282630 104028 6 2 501252.24 9.38524 22.1003 22.82 90 1044019 226725 40868 3 0 0 0 0 0 0 553 310755 16814
22.826625 0.17454 -0.274436 5.9951 66533 1.0000007 282791 104053 5 2 501282.05 9.38524 22.1003 22.826625 97 1047803 227752 40854 4 0 0 0 0 0 0 553 310914 16815
22.833375 0.17454 -0.27373 5.99513 66535 1.0000007 282820 104159 5 2 500775.26 9.38524 22.1003 22.833375 93 1047803 227075 41088 5 0 0 0 0 0 0 553 310966 16798
22.84 0.17454 -0.273036 5.99516 66536 1.0000007 283114 104323 6 2 494991.81 9.38524 22.1003 22.84 90 1047690 227379 40719 6 0 0 0 0 0 0 553 311265 16604
22.846625 0.17454 -0.272343 5.99519 66538 1.0000007 283035 104292 5 2 512193.1 9.38524 22.1003 22.846625 87 1048828 228627 41336 7 0 0 0 0 0 0 553 311167 17181
22.853375 0.17454 -0.271637 5.99522 66539 1.0000007 282958 104261 5 2 499910.72 9.38524 22.1003 22.853375 94 1047830 227551 40925 8 0 0 0 0 0 0 553 311094 16769
22.86 0.17454 -0.270944 5.99525 66541 1.0000007 283397 104601 5 2 504114.16 9.38524 22.1003 22.86 88 1049734 228188 41054 9 0 0 0 0 0 0 553 311540 16910
22.866625 0.17454 -0.27025 5.99529 66542 1.0000007 283234 104444 5 2 504054.53 9.38524 22.1003 22.866625 97 1049122 228293 40910 10 0 0 0 0 0 0 553 311352 16908
22.873375 0.17454 -0.269544 5.99532 66544 1.0000007 283476 104687 6 2 507274.19 9.38524 22.1003 22.873375 93 1052077 229318 41454 11 0 0 0 0 0 0 553 311627 17016
22.88 0.17454 -0.268851 5.99535 66545 1.0000007 283437 104595 5 2 501401.3 9.38524 22.1003 22.88 86 1051236 228683 41002 12 0 0 0 0 0 0 553 311546 16819
22.886625 0.17454 -0.268158 5.99538 66547 1.0000007 283413 104707 5 2 501669.6 9.38524 22.1003 22.886625 89 1051886 228990 41040 13 0 0 0 0 0 0 553 311552 16828
22.893375 0.17454 -0.267451 5.99541 66548 1.0000007 283425 104634 5 2 512342.16 9.38524 22.1003 22.893375 91 1051606 229211 41367 14 0 0 0 0 0 0 553 311557 17186
22.9 0.17454 -0.266758 5.99544 66550 1.0000007 283480 104754 5 2 512640.27 9.38524 22.1003 22.9 91 1052861 229607 41339 15 0 0 0 0 0 0 553 311598 17196
22.906625 0.17454 -0.266065 5.99547 66551 1.0000007 283531 104658 6 2 509182.13 9.38524 22.1003 22.906625 94 1053486 228997 41016 16 0 0 0 0 0 0 553 311642 17080
22.913375 0.17454 -0.265358 5.9955 66553 1.0000007 283452 104742 6 2 511656.49 9.38524 22.1003 22.913375 90 1053209 229394 41299 17 0 0 0 0 0 0 553 311590 17163
22.92 0.17454 -0.264665 5.99554 66554 1.0000007 283430 104726 5 2 502325.46 9.38524 22.1003 22.92 93 1054652 229183 40724 18 0 0 0 0 0 0 553 311556 16850
22.926625 0.17454 -0.263972 5.99557 66556 1.0000007 283568 104828 5 2 507154.94 9.38524 22.1003 22.926625 90 1058531 230531 41705 19 0 0 0 0 0 0 553 311702 17012
22.933375 0.17454 -0.263266 5.9956 66557 1.0000007 283661 104768 5 2 507154.94 9.38524 22.1003 22.933375 89 1057903 230803 41654 20 0 0 0 0 0 0 553 311775 17012
22.94 0.17454 -0.262572 5.99563 66559 1.0000007 283490 104702 5 2 508884.01 9.38524 22.1003 22.94 91 1055494 230423 41488 21 0 0 0 0 0 0 553 311642 17070
22.946625 0.17454 -0.261879 5.99566 66560 1.0000007 283587 104764 6 2 513504.81 9.38524 22.1003 22.946625 95 1058787 230479 41559 22 0 0 0 0 0 0 553 311710 17225
22.953375 0.17454 -0.261173 5.99569 66561 1.0000007 283507 104816 5 2 509659.11 9.38524 22.1003 22.953375 87 1058835 230867 41628 23 0 0 0 0 0 0 553 311648 17096
22.96 0.17454 -0.260479 5.99572 66563 1.0000007 283583 104776 4 2 520480.72 9.38524 22.1003 22.96 86 1057878 231401 41968 24 0 0 0 0 0 0 553 311723 17459
22.966625 0.17454 -0.259786 5.99575 66564 1.0000007 283442 104734 5 2 509837.98 9.38524 22.1003 22.966625 91 1058435 230953 41276 25 0 0 0 0 0 0 553 311572 17102
22.973375 0.17454 -0.25908 5.99578 66566 1.0000007 283617 104769 5 2 516247.48 9.38524 22.1003 22.973375 99 1059477 231279 42027 26 0 0 0 0 0 0 553 311749 17317
22.98 0.17454 -0.258387 5.99581 66567 1.0000007 283444 104775 6 2 509569.68 9.38524 22.1003 22.98 93 1058622 231125 41658 27 0 0 0 0 0 0 553 311573 17093
22.986625 0.17454 -0.257693 5.99584 66569 1.0000007 283462 104652 5 2 510165.91 9.38524 22.1003 22.986625 97 1061408 231430 41719 28 0 0 0 0 0 0 553 311608 17113
22.993375 0.17454 -0.256987 5.99587 66570 1.0000007 283414 104787 5 2 519914.3 9.38524 22.1003 22.993375 92 1059587 232582 42041 29 0 0 0 0 0 0 553 311575 17440
23 0.17454 -0.256294 5.9959 66572 1.0000007 283529 104756 6 2 517141.83 9.38524 22.1003 23 89 1059568 231902 41533 30 0 0 0 0 0 0 553 311687 17347
23.006625 0.17454 -0.2556 5.99593 66573 1.0000007 283338 104703 5 2 508466.65 9.38524 22.1003 23.006625 93 1060297 231794 41761 31 0 0 0 0 0 0 553 311468 17056
23.013375 0.17454 -0.254894 5.99596 66575 1.0000007 283531 104831 6 2 511805.55 9.38524 22.1003 23.013375 90 1062434 231934 41659 32 0 0 0 0 0 0 553 311689 17168
23.02 0.17454 -0.254201 5.99599 66576 1.0000007 281045 103796 5 2 504919.07 9.38524 22.1003 23.02 92 1052928 229975 41508 33 0 0 0 0 0 0 553 309049 16937
23.026625 0.17454 -0.253507 5.99602 66578 1.0000007 284126 105025 6 2 515740.68 9.38524 22.1003 23.026625 93 1063574 231950 41841 34 0 0 0 0 0 0 553 312289 17300
23.033375 0.17454 -0.252801 5.99605 66579 1.0000007 284023 104946 5 2 509539.87 9.38524 22.1003 23.033375 92 1065355 232306 41739 35 0 0 0 0 0 0 553 312194 17092
