Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
22.4 0.194824 -0.319816 5.99318 21654 0.5000007 141800 52057 3 2 247674.77 9.3867431 22.1003 22.4 47 520020 113093 20173 0 0 0 0 0 0 0 553 155607 8308
22.406625 0.194824 -0.319123 5.99322 21655 0.5000007 141773 52045 4 2 247585.34 9.3867431 22.1003 22.406625 54 520887 113635 20515 1 0 0 0 0 0 0 553 155613 8305
22.413375 0.194824 -0.318417 5.99326 21656 0.5000007 141847 52084 4 2 248092.14 9.3867431 22.1003 22.413375 50 520973 113418 20344 2 0 0 0 0 0 0 553 155667 8322
22.42 0.194824 -0.317724 5.9933 21657 0.5000007 141726 52000 5 2 249165.35 9.3867431 22.1003 22.42 51 520421 113257 20275 3 0 0 0 0 0 0 553 155553 8358
22.426625 0.194824 -0.317031 5.99333 21658 0.5000007 141818 52065 5 2 250834.8 9.3867431 22.1003 22.426625 50 520405 113641 20348 4 0 0 0 0 0 0 553 155655 8414
22.433375 0.194824 -0.316325 5.99337 21659 0.5000007 141726 52010 5 2 255008.43 9.3867431 22.1003 22.433375 55 519994 113466 20516 5 0 0 0 0 0 0 553 155550 8554
22.44 0.194824 -0.315632 5.99341 21660 0.5000007 141808 52079 5 2 252802.37 9.3867431 22.1003 22.44 51 521297 113521 20488 6 0 0 0 0 0 0 553 155638 8480
22.446625 0.194824 -0.314939 5.99344 21661 0.5000007 141615 51897 4 2 250864.61 9.3867431 22.1003 22.446625 59 520139 113771 20513 7 0 0 0 0 0 0 553 155468 8415
22.453375 0.194824 -0.314233 5.99348 21662 0.5000007 141740 52030 4 2 248509.5 9.3867431 22.1003 22.453375 53 521250 113362 20327 8 0 0 0 0 0 0 553 155563 8336
22.46 0.194824 -0.31354 5.99352 21663 0.5000007 141778 51990 5 2 255932.59 9.3867431 22.1003 22.46 51 521823 113857 20724 9 0 0 0 0 0 0 553 155642 8585
22.466625 0.194824 -0.312847 5.99355 21664 0.5000007 141708 51984 4 2 252742.74 9.3867431 22.1003 22.466625 53 521172 113624 20547 10 0 0 0 0 0 0 553 155532 8478
22.473375 0.194824 -0.312141 5.99359 21665 0.5000007 141753 52011 4 2 249791.4 9.3867431 22.1003 22.473375 53 522350 114157 20384 11 0 0 0 0 0 0 553 155573 8379
22.48 0.194824 -0.311447 5.99363 21666 0.5000007 141740 52013 5 2 249821.21 9.3867431 22.1003 22.48 54 522059 114122 20394 12 0 0 0 0 0 0 553 155570 8380
22.486625 0.194824 -0.310754 5.99366 21667 0.5000007 141760 52030 4 2 258168.46 9.3867431 22.1003 22.486625 50 522643 113635 20486 13 0 0 0 0 0 0 553 155607 8660
22.493375 0.194824 -0.310048 5.9937 21668 0.5000007 141811 52099 4 2 258168.46 9.3867431 22.1003 22.493375 50 522643 113635 20486 14 0 0 0 0 0 0 553 155640 8660
22.5 0.194824 -0.309355 5.99373 21669 0.5000007 141763 51998 4 2 247823.83 9.3867431 22.1003 22.5 51 522578 113280 20294 15 0 0 0 0 0 0 553 155591 8313
22.506625 0.194824 -0.308662 5.99377 21670 0.5000007 141786 52040 4 2 253011.05 9.3867431 22.1003 22.506625 52 522899 113950 20456 16 0 0 0 0 0 0 553 155624 8487
22.513375 0.194824 -0.307956 5.99381 21671 0.5000007 141755 52003 4 2 250834.8 9.3867431 22.1003 22.513375 52 522611 113921 20471 17 0 0 0 0 0 0 553 155578 8414
22.52 0.194824 -0.307263 5.99384 21672 0.5000007 141750 52034 4 2 251818.59 9.3867431 22.1003 22.52 56 522525 113557 20433 18 0 0 0 0 0 0 553 155593 8447
22.526625 0.194824 -0.30657 5.99388 21673 0.5000007 141768 52019 4 2 249642.34 9.3867431 22.1003 22.526625 53 523105 114321 20623 19 0 0 0 0 0 0 553 155591 8374
22.533375 0.194824 -0.305864 5.99391 21673 0.5000007 141742 52009 4 2 249701.96 9.3867431 22.1003 22.533375 50 521419 113560 20478 20 0 0 0 0 0 0 553 155565 8376
22.54 0.194824 -0.305171 5.99395 21675 0.5000007 141789 52061 6 2 252981.24 9.3867431 22.1003 22.54 54 524567 114539 20644 21 0 0 0 0 0 0 553 155615 8486
22.546625 0.194824 -0.304478 5.99398 21676 0.5000007 141768 52019 4 2 252146.51 9.3867431 22.1003 22.546625 50 523647 114142 20476 22 0 0 0 0 0 0 553 155600 8458
22.553375 0.194824 -0.303772 5.99402 21677 0.5000007 141805 52051 5 2 256230.7 9.3867431 22.1003 22.553375 50 524163 113808 20714 23 0 0 0 0 0 0 553 155634 8595
22.56 0.194824 -0.303079 5.99405 21678 0.5000007 141783 52088 4 2 252206.14 9.3867431 22.1003 22.56 53 523628 114243 20602 24 0 0 0 0 0 0 553 155588 8460
22.566625 0.194824 -0.302385 5.99409 21679 0.5000007 141872 52127 4 2 251252.16 9.3867431 22.1003 22.566625 50 524593 114456 20534 25 0 0 0 0 0 0 553 155702 8428
22.573375 0.194824 -0.301679 5.99413 21680 0.5000007 141802 52074 4 2 254471.82 9.3867431 22.1003 22.573375 50 524896 114751 20686 26 0 0 0 0 0 0 553 155635 8536
22.58 0.194824 -0.300986 5.99416 21681 0.5000007 141921 52096 3 2 253160.11 9.3867431 22.1003 22.58 52 524900 114412 20591 27 0 0 0 0 0 0 553 155737 8492
22.586625 0.194824 -0.300293 5.99419 21682 0.5000007 141722 52050 4 2 258585.82 9.3867431 22.1003 22.586625 50 524202 114178 20921 28 0 0 0 0 0 0 553 155549 8674
22.593375 0.194824 -0.299587 5.99423 21682 0.5000007 141864 52089 4 2 256946.18 9.3867431 22.1003 22.593375 56 525585 114734 20706 29 0 0 0 0 0 0 553 155700 8619
