Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
23.1 0.194824 -0.246573 5.99664 43962 1.0000007 282069 103544 6 2 499761.66 9.3867431 22.1003 23.1 92 1031317 224563 40309 0 0 0 0 0 0 0 553 310166 16764
23.106625 0.194824 -0.24588 5.99667 43964 1.0000007 282170 103603 6 2 495826.53 9.3867431 22.1003 23.106625 90 1032339 224912 40538 1 0 0 0 0 0 0 553 310281 16632
23.113375 0.194824 -0.245173 5.9967 43965 1.0000007 281969 103473 5 2 497734.47 9.3867431 22.1003 23.113375 87 1032046 224502 40655 2 0 0 0 0 0 0 553 310062 16696
23.12 0.194824 -0.24448 5.99673 43967 1.0000007 282297 103717 6 2 495558.23 9.3867431 22.1003 23.12 88 1034609 224964 40502 3 0 0 0 0 0 0 553 310429 16623
23.126625 0.194824 -0.243787 5.99676 43968 1.0000007 282169 103724 5 2 494753.31 9.3867431 22.1003 23.126625 87 1033825 225192 40367 4 0 0 0 0 0 0 553 310272 16596
23.133375 0.194824 -0.24308 5.99679 43970 1.0000007 282333 103746 5 2 502891.88 9.3867431 22.1003 23.133375 91 1035657 226420 40733 5 0 0 0 0 0 0 553 310438 16869
23.14 0.194824 -0.242387 5.99682 43971 1.0000007 282271 103772 6 2 500328.08 9.3867431 22.1003 23.14 90 1035543 225390 40647 6 0 0 0 0 0 0 553 310374 16783
23.146625 0.194824 -0.241693 5.99684 43973 1.0000007 282482 103902 6 2 499374.11 9.3867431 22.1003 23.146625 99 1035878 225573 40636 7 0 0 0 0 0 0 553 310582 16751
23.153375 0.194824 -0.240987 5.99687 43974 1.0000007 282614 104006 6 2 497048.81 9.3867431 22.1003 23.153375 91 1035809 225971 40444 8 0 0 0 0 0 0 553 310742 16673
23.16 0.194824 -0.240293 5.9969 43976 1.0000007 282513 103947 5 2 499791.47 9.3867431 22.1003 23.16 92 1036010 225874 40730 9 0 0 0 0 0 0 553 310608 16765
23.166625 0.194824 -0.2396 5.99693 43977 1.0000007 282405 103895 6 2 499552.98 9.3867431 22.1003 23.166625 91 1037408 225439 40753 10 0 0 0 0 0 0 553 310505 16757
23.173375 0.194824 -0.238894 5.99696 43979 1.0000007 282585 104050 6 2 498032.59 9.3867431 22.1003 23.173375 91 1036028 225401 40682 11 0 0 0 0 0 0 553 310677 16706
23.18 0.194824 -0.2382 5.99698 43980 1.0000007 282622 104073 5 2 503190 9.3867431 22.1003 23.18 86 1038701 226303 40854 12 0 0 0 0 0 0 553 310716 16879
