Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
23 -0.194824 -0.257039 5.99621 29581 0.5000007 141546 51878 5 2 260851.5 9.3867431 22.1003 23 87 540630 117481 21276 0 0 0 0 0 0 0 553 154907 8750
23.006625 -0.194824 -0.256346 5.99624 29582 0.5000007 141463 51808 4 2 261477.54 9.3867431 22.1003 23.006625 68 538590 117807 21382 1 0 0 0 0 0 0 553 154842 8771
23.013375 -0.194824 -0.255639 5.99627 29583 0.5000007 141442 51778 4 2 260374.51 9.3867431 22.1003 23.013375 75 539886 117613 21296 2 0 0 0 0 0 0 553 154805 8734
23.02 -0.194824 -0.254946 5.99629 29584 0.5000007 141324 51741 7 2 257810.72 9.3867431 22.1003 23.02 92 539612 117372 21112 3 0 0 0 0 0 0 553 154711 8648
23.026625 -0.194824 -0.254253 5.99632 29585 0.5000007 141521 51818 4 2 263474.92 9.3867431 22.1003 23.026625 84 540208 117511 21168 4 0 0 0 0 0 0 553 154893 8838
23.033375 -0.194824 -0.253546 5.99635 29586 0.5000007 141504 51813 5 2 263951.91 9.3867431 22.1003 23.033375 86 540787 118141 21331 5 0 0 0 0 0 0 553 154867 8854
23.04 -0.194824 -0.252853 5.99638 29587 0.5000007 141541 51804 4 2 264160.59 9.3867431 22.1003 23.04 84 540518 117629 21219 6 0 0 0 0 0 0 553 154911 8861
23.046625 -0.194824 -0.252159 5.99641 29588 0.5000007 141435 51768 5 2 263773.04 9.3867431 22.1003 23.046625 86 541448 118057 21465 7 0 0 0 0 0 0 553 154827 8848
23.053375 -0.194824 -0.251453 5.99644 29589 0.5000007 141415 51782 5 2 256111.46 9.3867431 22.1003 23.053375 101 539912 117491 21007 8 0 0 0 0 0 0 553 154775 8591
23.06 -0.194824 -0.25076 5.99647 29590 0.5000007 141411 51808 6 2 261656.41 9.3867431 22.1003 23.06 80 539798 118198 21158 9 0 0 0 0 0 0 553 154774 8777
23.066625 -0.194824 -0.250066 5.9965 29591 0.5000007 141432 51764 4 2 262610.38 9.3867431 22.1003 23.066625 77 540407 117809 21150 10 0 0 0 0 0 0 553 154799 8809
23.073375 -0.194824 -0.24936 5.99653 29592 0.5000007 141422 51737 5 2 262491.14 9.3867431 22.1003 23.073375 89 540427 117729 21333 11 0 0 0 0 0 0 553 154798 8805
23.08 -0.194824 -0.248666 5.99656 29593 0.5000007 141248 51631 5 2 264011.53 9.3867431 22.1003 23.08 79 539678 117643 21521 12 0 0 0 0 0 0 553 154635 8856
23.086625 -0.194824 -0.247973 5.99659 29594 0.5000007 141293 51655 5 2 261537.17 9.3867431 22.1003 23.086625 90 540907 117906 20993 13 0 0 0 0 0 0 553 154663 8773
23.093375 -0.194824 -0.247267 5.99662 29595 0.5000007 141363 51682 4 2 258854.12 9.3867431 22.1003 23.093375 90 542232 118089 21204 14 0 0 0 0 0 0 553 154759 8683
23.1 -0.194824 -0.246573 5.99664 29596 0.5000007 141406 51782 5 2 262938.31 9.3867431 22.1003 23.1 93 541646 118279 21264 15 0 0 0 0 0 0 553 154756 8820
23.106625 -0.194824 -0.24588 5.99667 29597 0.5000007 141278 51638 5 2 261537.17 9.3867431 22.1003 23.106625 77 541197 118249 21312 16 0 0 0 0 0 0 553 154651 8773
23.113375 -0.194824 -0.245173 5.9967 29598 0.5000007 141433 51781 4 2 259688.85 9.3867431 22.1003 23.113375 76 542351 118754 21296 17 0 0 0 0 0 0 553 154806 8711
23.12 -0.194824 -0.24448 5.99673 29599 0.5000007 141270 51691 4 2 263713.41 9.3867431 22.1003 23.12 87 542015 118321 21364 18 0 0 0 0 0 0 553 154636 8846
23.126625 -0.194824 -0.243787 5.99676 29600 0.5000007 141350 51722 5 2 265323.24 9.3867431 22.1003 23.126625 82 542607 118789 21185 19 0 0 0 0 0 0 553 154734 8900
23.133375 -0.194824 -0.24308 5.99679 29601 0.5000007 141275 51672 4 2 263623.98 9.3867431 22.1003 23.133375 70 541158 118307 21145 20 0 0 0 0 0 0 553 154652 8843
23.14 -0.194824 -0.242387 5.99682 29602 0.5000007 141294 51677 4 2 262133.4 9.3867431 22.1003 23.14 82 541360 118510 21243 21 0 0 0 0 0 0 553 154656 8793
23.146625 -0.194824 -0.241693 5.99684 29603 0.5000007 141254 51651 5 2 264488.52 9.3867431 22.1003 23.146625 99 542614 118475 21244 22 0 0 0 0 0 0 553 154617 8872
23.153375 -0.194824 -0.240987 5.99687 29604 0.5000007 141300 51666 4 2 264160.59 9.3867431 22.1003 23.153375 70 542663 118538 21378 23 0 0 0 0 0 0 553 154663 8861
23.16 -0.194824 -0.240293 5.9969 29605 0.5000007 141190 51616 5 2 261298.67 9.3867431 22.1003 23.16 70 542468 118795 21293 24 0 0 0 0 0 0 553 154584 8765
23.166625 -0.194824 -0.2396 5.99693 29606 0.5000007 141311 51676 5 2 266903.25 9.3867431 22.1003 23.166625 88 543439 118981 21357 25 0 0 0 0 0 0 553 154692 8953
