Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
22.8 0.17454 -0.277222 5.99497 69272 1.0000007 281463 103768 7 2 584814.16 9.38524 22.1003 22.8 102 1209836 263027 47488 0 0 0 0 0 0 0 553 309527 19617
22.806625 0.17454 -0.276528 5.995 69273 1.0000007 281580 103746 4 2 575870.68 9.38524 22.1003 22.806625 102 1212571 263600 47053 1 0 0 0 0 0 0 553 309652 19317
22.813375 0.17454 -0.275822 5.99503 69275 1.0000007 281435 103703 5 2 580640.53 9.38524 22.1003 22.813375 104 1209196 263272 47370 2 0 0 0 0 0 0 553 309502 19477
22.82 0.17454 -0.275129 5.99506 69276 1.0000007 279134 102693 5 2 577659.37 9.38524 22.1003 22.82 100 1197881 260228 46792 3 0 0 0 0 0 0 553 307098 19377
22.826625 0.17454 -0.274436 5.9951 69278 1.0000007 281889 103918 5 2 579030.71 9.38524 22.1003 22.826625 99 1209062 262014 47162 4 0 0 0 0 0 0 553 309956 19423
22.833375 0.17454 -0.27373 5.99513 69279 1.0000007 281782 103702 6 2 582488.85 9.38524 22.1003 22.833375 108 1208599 262693 47027 5 0 0 0 0 0 0 553 309852 19539
22.84 0.17454 -0.273036 5.99516 69281 1.0000007 281697 103670 5 2 586334.55 9.38524 22.1003 22.84 103 1208740 262364 47350 6 0 0 0 0 0 0 553 309753 19668
22.846625 0.17454 -0.272343 5.99519 69282 1.0000007 281625 103606 5 2 573098.2 9.38524 22.1003 22.846625 109 1210220 262345 46807 7 0 0 0 0 0 0 553 309684 19224
22.853375 0.17454 -0.271637 5.99522 69284 1.0000007 281598 103636 4 2 577748.81 9.38524 22.1003 22.853375 99 1207312 262755 47179 8 0 0 0 0 0 0 553 309675 19380
22.86 0.17454 -0.270944 5.99525 69285 1.0000007 281643 103577 6 2 583144.71 9.38524 22.1003 22.86 103 1209859 263339 47357 9 0 0 0 0 0 0 553 309734 19561
22.866625 0.17454 -0.27025 5.99529 69286 1.0000007 281511 103604 6 2 582280.17 9.38524 22.1003 22.866625 101 1208690 261349 47122 10 0 0 0 0 0 0 553 309589 19532
22.873375 0.17454 -0.269544 5.99532 69288 1.0000007 281365 103485 5 2 578851.84 9.38524 22.1003 22.873375 99 1205829 262450 46991 11 0 0 0 0 0 0 553 309451 19417
22.88 0.17454 -0.268851 5.99535 69289 1.0000007 281254 103410 5 2 581177.14 9.38524 22.1003 22.88 102 1208467 262806 47272 12 0 0 0 0 0 0 553 309299 19495
