Eta  H  K  L  Epoch  Sec  ion1  Hubmon  scan_bar  Filters  Correct  Qmag  Energy  Graze  p_peak  p_total  p_del_s  p_nu_s  p_image  p_xcen  p_xsig  p_ycen  p_ysig  power  tempsp  gun_on  ion0  p_point
23.3 -0.202937 -0.22596 5.9976 58700 1.0000007 282749 104066 6 2 486614.75 9.3873904 22.1003 23.3 215 1024842 222201 39837 0 0 0 0 0 0 0 553 311078 16323
23.306625 -0.202937 -0.225266 5.99763 58702 1.0000007 282702 104081 6 2 491891.4 9.3873904 22.1003 23.306625 228 1024359 222437 39920 1 0 0 0 0 0 0 553 311025 16500
23.313375 -0.202937 -0.22456 5.99766 58703 1.0000007 282708 104103 6 2 490311.39 9.3873904 22.1003 23.313375 244 1022385 222662 39959 2 0 0 0 0 0 0 553 311023 16447
23.32 -0.202937 -0.223866 5.99768 58705 1.0000007 282691 104048 5 2 497406.55 9.3873904 22.1003 23.32 214 1025436 223311 40056 3 0 0 0 0 0 0 553 311025 16685
23.326625 -0.202937 -0.223173 5.99771 58706 1.0000007 282650 104037 6 2 498420.14 9.3873904 22.1003 23.326625 220 1022945 224132 40475 4 0 0 0 0 0 0 553 311000 16719
23.333375 -0.202937 -0.222466 5.99773 58708 1.0000007 282607 104070 5 2 500387.71 9.3873904 22.1003 23.333375 213 1025042 223331 40296 5 0 0 0 0 0 0 553 310946 16785
23.34 -0.202937 -0.221773 5.99776 58709 1.0000007 282729 104073 6 2 500656.01 9.3873904 22.1003 23.34 222 1027211 224482 40486 6 0 0 0 0 0 0 553 311029 16794
23.346625 -0.202937 -0.221079 5.99778 58711 1.0000007 282604 104074 6 2 498807.69 9.3873904 22.1003 23.346625 222 1021784 222207 40327 7 0 0 0 0 0 0 553 310926 16732
23.353375 -0.202937 -0.220373 5.99781 58712 1.0000007 282616 103994 6 2 486435.88 9.3873904 22.1003 23.353375 249 1023812 222604 39541 8 0 0 0 0 0 0 553 310939 16317
23.36 -0.202937 -0.219679 5.99784 58713 1.0000007 282617 104080 5 2 487389.85 9.3873904 22.1003 23.36 230 1026500 223010 39931 9 0 0 0 0 0 0 553 310934 16349
23.366625 -0.202937 -0.218986 5.99786 58715 1.0000007 282811 104167 7 2 491951.02 9.3873904 22.1003 23.366625 229 1026887 223840 40302 10 0 0 0 0 0 0 553 311149 16502
23.373375 -0.202937 -0.218279 5.99789 58716 1.0000007 281150 103420 6 2 496333.33 9.3873904 22.1003 23.373375 226 1021064 221907 39925 11 0 0 0 0 0 0 553 309430 16649
23.38 -0.202937 -0.217585 5.99791 58718 1.0000007 283009 104215 6 2 499105.81 9.3873904 22.1003 23.38 232 1030438 224678 40449 12 0 0 0 0 0 0 553 311363 16742
23.386625 -0.202937 -0.216892 5.99794 58720 1.0000007 282842 104120 5 2 502325.46 9.3873904 22.1003 23.386625 209 1028891 224934 40490 13 0 0 0 0 0 0 553 311187 16850
23.393375 -0.202937 -0.216185 5.99796 58721 1.0000007 282823 104117 6 2 500059.78 9.3873904 22.1003 23.393375 222 1028867 223751 40207 14 0 0 0 0 0 0 553 311180 16774
23.4 -0.202937 -0.215492 5.99799 58722 1.0000007 282795 104114 5 2 494425.39 9.3873904 22.1003 23.4 228 1028088 223623 40247 15 0 0 0 0 0 0 553 311125 16585
23.406625 -0.202937 -0.214798 5.99801 58724 1.0000007 282922 104093 4 2 496929.56 9.3873904 22.1003 23.406625 244 1031751 224697 40514 16 0 0 0 0 0 0 553 311270 16669
23.413375 -0.202937 -0.214092 5.99804 58725 1.0000007 282757 104041 7 2 500447.33 9.3873904 22.1003 23.413375 245 1031401 224288 40698 17 0 0 0 0 0 0 553 311103 16787
23.42 -0.202937 -0.213398 5.99806 58727 1.0000007 282778 104032 6 2 498599.01 9.3873904 22.1003 23.42 215 1032497 224874 40590 18 0 0 0 0 0 0 553 311111 16725
23.426625 -0.202937 -0.212705 5.99809 58728 1.0000007 282718 104071 6 2 499254.87 9.3873904 22.1003 23.426625 219 1032943 225512 40691 19 0 0 0 0 0 0 553 311059 16747
23.433375 -0.202937 -0.211998 5.99811 58730 1.0000007 282820 104116 5 2 499225.05 9.3873904 22.1003 23.433375 230 1030379 224947 40610 20 0 0 0 0 0 0 553 311160 16746
23.44 -0.202937 -0.211304 5.99814 58731 1.0000007 282642 104003 5 2 495826.53 9.3873904 22.1003 23.44 230 1031009 224348 40297 21 0 0 0 0 0 0 553 311006 16632
23.446625 -0.202937 -0.210611 5.99816 58733 1.0000007 282634 104011 5 2 501073.37 9.3873904 22.1003 23.446625 210 1033775 224648 40632 22 0 0 0 0 0 0 553 310991 16808
23.453375 -0.202937 -0.209904 5.99819 58734 1.0000007 282637 103961 5 2 505843.23 9.3873904 22.1003 23.453375 223 1032483 225504 40569 23 0 0 0 0 0 0 553 310994 16968
23.46 -0.202937 -0.209211 5.99821 58736 1.0000007 282665 104024 6 2 506618.33 9.3873904 22.1003 23.46 224 1033354 224856 40768 24 0 0 0 0 0 0 553 311014 16994
23.466625 -0.202937 -0.208517 5.99823 58737 1.0000007 282539 103951 5 2 504203.59 9.3873904 22.1003 23.466625 199 1033172 225607 40602 25 0 0 0 0 0 0 553 310893 16913
23.473375 -0.202937 -0.20781 5.99826 58739 1.0000007 282581 103906 6 2 499195.24 9.3873904 22.1003 23.473375 190 1034585 225561 40747 26 0 0 0 0 0 0 553 310934 16745
23.48 -0.202937 -0.207117 5.99828 58740 1.0000007 282531 103939 5 2 497853.72 9.3873904 22.1003 23.48 231 1034110 226540 40420 27 0 0 0 0 0 0 553 310871 16700
23.486625 -0.202937 -0.206423 5.99831 58742 1.0000007 282628 103978 5 2 497674.85 9.3873904 22.1003 23.486625 214 1034802 226017 40507 28 0 0 0 0 0 0 553 310984 16694
23.493375 -0.202937 -0.205717 5.99833 58743 1.0000007 282539 103975 5 2 501460.92 9.3873904 22.1003 23.493375 236 1034805 225053 40650 29 0 0 0 0 0 0 553 310892 16821
23.5 -0.202937 -0.205023 5.99835 58745 1.0000007 282403 103822 5 2 511418 9.3873904 22.1003 23.5 226 1037531 227115 41208 30 0 0 0 0 0 0 553 310770 17155
23.506625 -0.202937 -0.204329 5.99838 58746 1.0000007 282496 103882 5 2 503339.05 9.3873904 22.1003 23.506625 231 1035092 225703 40432 31 0 0 0 0 0 0 553 310837 16884
23.513375 -0.202937 -0.203623 5.9984 58748 1.0000007 282557 103889 5 2 505873.04 9.3873904 22.1003 23.513375 240 1039157 226369 40747 32 0 0 0 0 0 0 553 310927 16969
23.52 -0.202937 -0.202929 5.99843 58749 1.0000007 282376 103745 5 2 497287.3 9.3873904 22.1003 23.52 232 1035279 225612 40639 33 0 0 0 0 0 0 553 310720 16681
23.526625 -0.202937 -0.202236 5.99845 58751 1.0000007 282457 103883 5 2 510732.33 9.3873904 22.1003 23.526625 198 1039228 227440 41064 34 0 0 0 0 0 0 553 310823 17132
23.533375 -0.202937 -0.201529 5.99847 58752 1.0000007 282322 103739 6 2 505276.81 9.3873904 22.1003 23.533375 226 1038905 226639 40887 35 0 0 0 0 0 0 553 310641 16949
23.54 -0.202937 -0.200835 5.9985 58754 1.0000007 282393 103852 5 2 502295.65 9.3873904 22.1003 23.54 217 1040401 227213 40788 36 0 0 0 0 0 0 553 310750 16849
23.546625 -0.202937 -0.200142 5.99852 58755 1.0000007 282413 103803 5 2 501371.49 9.3873904 22.1003 23.546625 192 1040807 227886 41148 37 0 0 0 0 0 0 553 310780 16818
23.553375 -0.202937 -0.199435 5.99854 58757 1.0000007 282267 103768 5 2 500715.63 9.3873904 22.1003 23.553375 240 1041473 227776 41060 38 0 0 0 0 0 0 553 310613 16796
23.56 -0.202937 -0.198741 5.99857 58758 1.0000007 282205 103600 6 2 506707.77 9.3873904 22.1003 23.56 213 1042558 228302 41192 39 0 0 0 0 0 0 553 310543 16997
23.566625 -0.202937 -0.198048 5.99859 58759 1.0000007 282262 103726 6 2 506230.78 9.3873904 22.1003 23.566625 228 1041300 228218 41068 40 0 0 0 0 0 0 553 310621 16981
23.573375 -0.202937 -0.197341 5.99861 58761 1.0000007 282158 103650 6 2 511984.42 9.3873904 22.1003 23.573375 217 1041760 228785 41357 41 0 0 0 0 0 0 553 310504 17174
23.58 -0.202937 -0.196648 5.99864 58762 1.0000007 282142 103717 5 2 507840.61 9.3873904 22.1003 23.58 218 1043312 229674 41243 42 0 0 0 0 0 0 553 310486 17035
23.586625 -0.202937 -0.195954 5.99866 58764 1.0000007 282090 103513 6 2 511298.75 9.3873904 22.1003 23.586625 231 1042604 228785 41417 43 0 0 0 0 0 0 553 310438 17151
23.593375 -0.202937 -0.195247 5.99868 58765 1.0000007 281930 103507 5 2 505604.74 9.3873904 22.1003 23.593375 207 1042282 228842 41168 44 0 0 0 0 0 0 553 310287 16960
23.6 -0.202937 -0.194554 5.9987 58767 1.0000007 282125 103600 5 2 505783.61 9.3873904 22.1003 23.6 222 1044419 229237 41322 45 0 0 0 0 0 0 553 310484 16966
23.606625 -0.202937 -0.19386 5.99873 58768 1.0000007 282005 103570 6 2 503994.91 9.3873904 22.1003 23.606625 217 1045951 229893 41415 46 0 0 0 0 0 0 553 310339 16906
23.613375 -0.202937 -0.193153 5.99875 58770 1.0000007 281847 103348 5 2 511209.32 9.3873904 22.1003 23.613375 236 1048822 230963 41323 47 0 0 0 0 0 0 553 310206 17148
23.62 -0.202937 -0.19246 5.99877 58771 1.0000007 281879 103450 6 2 510732.33 9.3873904 22.1003 23.62 215 1048496 230271 41496 48 0 0 0 0 0 0 553 310240 17132
23.626625 -0.202937 -0.191766 5.99879 58773 1.0000007 281806 103436 5 2 512371.97 9.3873904 22.1003 23.626625 225 1047577 230621 41530 49 0 0 0 0 0 0 553 310158 17187
23.633375 -0.202937 -0.191059 5.99882 58774 1.0000007 281800 103429 5 2 517708.25 9.3873904 22.1003 23.633375 221 1050687 232153 42121 50 0 0 0 0 0 0 553 310151 17366
23.64 -0.202937 -0.190366 5.99884 58776 1.0000007 281746 103312 6 2 510136.1 9.3873904 22.1003 23.64 240 1049239 231425 41823 51 0 0 0 0 0 0 553 310088 17112
23.646625 -0.202937 -0.189672 5.99886 58777 1.0000007 281734 103403 6 2 511656.49 9.3873904 22.1003 23.646625 257 1051731 232184 41908 52 0 0 0 0 0 0 553 310085 17163
23.653375 -0.202937 -0.188965 5.99888 58779 1.0000007 281544 103178 5 2 521553.94 9.3873904 22.1003 23.653375 216 1052071 233018 42232 53 0 0 0 0 0 0 553 309879 17495
